Reference,Colour_Description,Breed_Description,Animal_Name,Gender,Suburb,Age
140441,Tri-Colored,Cavalier King Charles Spaniel,MATILDA,Desexed Female,ELIZABETH VALE,8
140444,Gold,Golden Retriever,PHOEBE,Female,SMITHFIELD,12
140450,Tan/White,Chihuahua X,BELLA,Desexed Female,HILLBANK,10
140452,Sandy,Jack Russell Terrier X,SUSIE,Desexed Female,SMITHFIELD PLAINS,8
140453,White,Samoyed,ANEKA,Female,ONE TREE HILL,10
140454,Brindle,Staffordshire Bull Terrier,GOV,Male,ELIZABETH NORTH,8
140455,Red,Staffordshire Bull Terrier,MACKETTE,Desexed Female,ELIZABETH NORTH,9
140456,Brindle,Staffordshire Bull Terrier X,BIER,Desexed Male,ELIZABETH NORTH,4
140462,Black/White,Labrador Retriever X,TUFFY,Male,DAVOREN PARK,10
140471,Black,Labrador Retriever,MAJOR,Desexed Male,CRAIGMORE,14
140472,White,Maltese X,BONNIE,Desexed Female,CRAIGMORE,10
140476,Cream,Poodle X,ASGARD,Female,ELIZABETH,9
140477,Black /Tan,Rottweiler X,BRUNO,Male,ANGLE VALE,3
140480,Liver,English Springer Spaniel,MADGE,Female,WATERLOO CORNER,11
140482,Sable,Belgian Shepherd Dog,SANDY,Desexed Female,ELIZABETH EAST,14
140485,White,Maltese X,STITCH,Desexed Male,MUNNO PARA WEST,13
140487,Black/White,Staffordshire Bull Terrier,SOOKY,Female,ANDREWS FARM,7
140488,Brindle/White,Border Collie X,TOBY,Male,ANDREWS FARM,2
140491,White,Maltese X,ZANDER,Desexed Male,CRAIGMORE,8
140496,Black/White,Australian Kelpie,MIDNIGHT,Male,ELIZABETH EAST,9
140497,White/Brindle,Boxer,KLOE,Desexed Female,HILLBANK,7
140498,Brown/White,Cocker Spaniel X,BUSTER,Male,DAVOREN PARK,5
140501,Black /Tan,Rottweiler,HOLLY,Desexed Female,DAVOREN PARK,5
140503,Charcoal,Labrador Retriever,BONNIE,Female,ELIZABETH DOWNS,5
140504,Black/White,Border Collie,NANOOK,Desexed Male,MUNNO PARA,10
140508,White,West Highland White Terrier,GOODY,Female,MUNNO PARA,8
140511,Blenheim,Cavalier King Charles Spaniel,RUBY,Desexed Female,ELIZABETH EAST,1
140512,Brindle,American Bull Dog,MISHKA,Desexed Female,ELIZABETH SOUTH,12
140515,Black/White,Jack Russell Terrier X,JACK,Desexed Male,ELIZABETH VALE,14
140516,Tan/White,Jack Russell Terrier,JACK,Male,ELIZABETH PARK,7
140517,Tan,Chihuahua,CHEEKO CHILLI,Desexed Female,ELIZABETH DOWNS,14
140519,Tri-Colored,Beagle,BARNEY,Desexed Male,CRAIGMORE,7
140520,Black/White,Jack Russell Terrier X,BOB,Desexed Male,MUNNO PARA WEST,5
140521,Black,Fox Terrier (Smooth)  X,MUGLEY,Desexed Male,ELIZABETH DOWNS,9
140522,White,Maltese X,BUDDY,Desexed Male,CRAIGMORE,1
140528,Black/White,Maltese X,MYLO,Desexed Male,CRAIGMORE,14
140530,Black /Tan,Labrador Retriever X,DJ,Female,SMITHFIELD,3
140531,Fawn,Chihuahua,CHI CHI,Desexed Male,CRAIGMORE,9
140535,Black /Tan,Maltese X,MEIKA PAGE,Desexed Female,SMITHFIELD,3
140540,Gold/Brown,Maltese X,RICKY,Desexed Male,ELIZABETH PARK,12
140542,Black/White,Border Collie,REBEL,Male,ELIZABETH GROVE,8
140543,Tri-Colored,Maltese X,GIZMO,Male,CRAIGMORE,12
140544,Black,Maltese X,SASHA,Desexed Female,DAVOREN PARK,6
140545,Sandy,Saluki,SNOWY SALUKA,Female,ELIZABETH NORTH,11
140550,Brindle,Cairn Terrier,ZARZA,Desexed Female,HILLBANK,8
140551,Charcoal,Cairn Terrier,CLASSIC,Desexed Female,HILLBANK,6
140553,Black,Australian Kelpie X,KEL,Male,VIRGINIA,10
140554,Black,Australian Kelpie X,JASON,Male,VIRGINIA,14
140555,Black,Australian Kelpie X,LUCKY,Female,VIRGINIA,7
140556,Tri-Colored,Belgian Shepherd Dog X,LADY,Female,DAVOREN PARK,3
140557,Tan,Australian Silky Terrier X,SALLY,Desexed Female,DAVOREN PARK,8
140558,Sandy,Staffordshire Bull Terrier X,TURBO,Male,MUNNO PARA,13
140559,Red,Australian Cattle Dog X,DIESEL,Male,ANGLE VALE,8
140560,Red,Australian Cattle Dog X,SCULLY,Female,ANGLE VALE,13
140562,White,Maltese,KRYSTAL,Desexed Female,BLAKEVIEW,4
140563,Black /Tan,German Shepherd Dog X,COOPER,Desexed Male,CRAIGMORE,3
140564,Fawn,Bullmastiff,HENRY MCDONALD,Desexed Male,HILLBANK,6
140566,Tan,Australian Silky Terrier,PIP,Desexed Female,BLAKEVIEW,4
140572,Black,Pomeranian X,DOUGALL,Desexed Male,ELIZABETH EAST,14
140573,Blenheim,Cavalier King Charles Spaniel,HENRY,Desexed Male,ANDREWS FARM,5
140574,Tan/White,Jack Russell Terrier,MONTY,Male,ELIZABETH VALE,10
140576,Black,Labrador Retriever X,ZAR,Male,DAVOREN PARK,14
140577,Tan,Dogue De Bordeaux,BRIE,Desexed Female,ELIZABETH DOWNS,12
140579,Tan/White,Staffordshire Bull Terrier,GOO,Female,ELIZABETH PARK,1
140587,White/Brown,Tenterfield Terrier,TILLY,Desexed Female,ELIZABETH NORTH,9
140588,Black/Gold,Poodle X,CHLOE,Desexed Female,DAVOREN PARK,12
140590,Tri-Colored,German Shepherd Dog,BELLA,Female,CRAIGMORE,14
140592,Brindle/White,Whippet,GEORGE,Desexed Male,VIRGINIA,11
140593,Grey/White,Chinese Crested Dog,MILLIE,Female,VIRGINIA,7
140597,Gold,Rhodesian Ridgeback X,LUCY,Desexed Female,DAVOREN PARK,3
140601,Tan,Pug,SPUD,Desexed Male,ANGLE VALE,8
140604,Black/White,Border Collie,JACK JONES,Desexed Male,CRAIGMORE,1
140605,Tri-Colored,Maltese X,JASPER,Male,ELIZABETH VALE,14
140607,Black /Tan,German Shepherd Dog X,SASHA,Female,MUNNO PARA WEST,14
140611,Black /Tan,Rottweiler,BARKLY,Desexed Male,ELIZABETH DOWNS,12
140614,White/Black,Terrier X,MAGGIE,Desexed Female,DAVOREN PARK,8
140616,Tri-Colored,Jack Russell Terrier X,BECCY,Desexed Female,BLAKEVIEW,5
140618,White/Black,Greyhound,MR REVERE,Male,ELIZABETH PARK,7
140619,Brindle,Boxer,OSCARR,Male,ANGLE VALE,8
140621,Fawn,Pug,BJ,Desexed Male,ELIZABETH VALE,11
140625,Red,Australian Kelpie X,HUEY,Male,CRAIGMORE,9
140626,Fawn,King Charles Spaniel,AVANOL,Desexed Male,CRAIGMORE,1
140627,White/Black,Shih Tzu X,parker,Desexed Male,CRAIGMORE,9
140628,Black,Staffordshire Bull Terrier X,AMY,Desexed Female,ELIZABETH VALE,2
140633,Tri-Colored,Beagle,BAILEY,Male,BLAKEVIEW,14
140634,Black /Tan,Cavalier King Charles Spaniel X,ANGEL,Desexed Female,ANDREWS FARM,12
140635,White,Maltese,REX,Male,ANDREWS FARM,5
140636,White,Maltese,BELLA,Female,ANDREWS FARM,5
140638,Black/White,Staffordshire Bull Terrier X,PRINCESS,Desexed Female,ELIZABETH DOWNS,2
140644,Gold,Golden Retriever,CHLOE,Desexed Female,HILLBANK,5
140645,White,German Shepherd Dog,SASHA,Female,ONE TREE HILL,10
140646,White/Brown,West Highland White Terrier,MACCA,Male,BLAKEVIEW,12
140653,White/Black,American Bull Dog,BELLA,Female,SMITHFIELD PLAINS,4
140654,Brown,Chihuahua X,MILO,Male,SMITHFIELD PLAINS,7
140657,Brindle/White,American Bull Dog,PATCH,Male,SMITHFIELD PLAINS,12
140658,Black/Brown,Rottweiler,DYLAN,Male,DAVOREN PARK,13
140660,Blue,Australian Cattle Dog,BLUEY,Desexed Male,ELIZABETH DOWNS,5
140661,Blue,Australian Cattle Dog,SHEBA,Female,ELIZABETH DOWNS,12
140662,Black /Tan,Australian Cattle Dog X,DIESEL,Male,DAVOREN PARK,9
140663,Chocolate,Labrador Retriever,SIYAH,Desexed Male,ELIZABETH,11
140664,Black /Tan,Maltese X,JACK,Desexed Male,CRAIGMORE,14
140666,Tan/White,Staffordshire Bull Terrier,STAR,Female,ELIZABETH,3
140669,White/Brown,Terrier,NYUSZI,Male,DAVOREN PARK,12
140672,Brown,American Staffordshire Terrier Cross,GINGER,Desexed Female,ELIZABETH DOWNS,13
140676,White,Maltese,MIA,Desexed Female,SMITHFIELD,2
140677,Grey/White,Siberian Husky,CHELSEA,Female,ELIZABETH DOWNS,9
140682,Tri-Colored,Jack Russell Terrier X,NIKE,Male,BLAKEVIEW,7
140684,Tri-Colored,Jack Russell Terrier,PONCHO,Desexed Male,ELIZABETH PARK,6
140687,White,Maltese,PUDDLES,Desexed Male,DAVOREN PARK,2
140688,White,Maltese X,OSCAR,Desexed Male,BLAKEVIEW,14
140689,White,Maltese X,ZOE,Desexed Female,BLAKEVIEW,3
140690,White,Maltese,BUNDY,Male,ELIZABETH DOWNS,10
140691,Black/White,Tibetan Spaniel,CHLOE,Desexed Female,SMITHFIELD,1
140692,Tan/White,Maltese X,GIZMO,Male,MUNNO PARA,12
140696,Tan/White,Chihuahua,BINDI,Desexed Female,BLAKEVIEW,12
140697,Brindle,American Staffordshire Terrier,BARNESY,Desexed Male,ELIZABETH DOWNS,14
140698,Gold,Water Spaniel,MERLIN,Male,MACDONALD PARK,10
140700,Tan/White,Cavalier King Charles Spaniel X,BUDDY,Male,ELIZABETH NORTH,3
140702,Black,Labrador Retriever,MOLLY,Female,MACDONALD PARK,4
140713,Black,German Shepherd Dog,GYPSY,Female,DAVOREN PARK,11
140719,White/Brown,Jack Russell Terrier,TOBY,Male,ANDREWS FARM,7
140720,Black/White,Shih Tzu,TESSIE,Desexed Female,ELIZABETH EAST,14
140724,White,Maltese X,CHANEL,Desexed Female,HILLBANK,8
140726,White,American Staffordshire Terrier,MISTY,Desexed Female,CRAIGMORE,10
140727,White,Maltese,MARY,Desexed Female,CRAIGMORE,7
140729,Black,Poodle (Toy),JETT,Male,CRAIGMORE,6
140738,Brown/White,Chihuahua,FOXY,Male,VIRGINIA,8
140740,White,British Bulldog,JILL,Female,ANGLE VALE,11
140742,Brindle,Greyhound,TOBY,Male,VIRGINIA,3
140743,Gold,Labrador Retriever,LEO,Male,CRAIGMORE,3
140746,Black /Tan,German Shepherd Dog,BROCK,Male,CRAIGMORE,8
140747,Black /Tan,German Shepherd Dog,MIA,Female,CRAIGMORE,2
140748,Black/White,Australian Kelpie,PEPPA,Desexed Female,HILLBANK,5
140749,Grey,Irish Wolfhound,FERGUS,Male,ONE TREE HILL,6
140750,Brown/White,Cavalier King Charles Spaniel X,MADELINE,Desexed Female,ONE TREE HILL,1
140754,Black /Tan,Rottweiler,SORA,Desexed Female,ANGLE VALE,7
140755,Tri-Colored,Jack Russell Terrier X,AXLE,Male,ANDREWS FARM,14
140758,Tri-Colored,Jack Russell Terrier,EDWINA,Female,ELIZABETH PARK,7
140763,Black/Gold,German Shepherd Dog,CONAN,Male,CRAIGMORE,13
140767,Black /Tan,Rottweiler,MADDY,Desexed Female,ANDREWS FARM,2
140768,Black /Tan,Rottweiler,MAVERICK,Male,ANDREWS FARM,6
140770,Tan,Corgi X,SHARNI,Desexed Female,HILLBANK,1
140771,White,Whippet,DELTA,Female,DAVOREN PARK,12
140772,Black,Labrador Retriever X,JONI,Female,ELIZABETH PARK,6
140773,White/Black,Siberian Husky,SHADOW,Male,ELIZABETH DOWNS,12
140784,Black/White,Maltese,COCO,Desexed Female,VIRGINIA,9
140785,Brindle,Cane Corso,CAPO,Male,ULEYBURY,6
140786,Brindle/White,American Bull Dog,MOLLY,Female,ANDREWS FARM,8
140788,Black/White,Maltese X,BONNIE,Desexed Female,ELIZABETH NORTH,11
140789,Black/White,Alaskan Malamute,JACK,Male,CRAIGMORE,9
140791,Brown/White,Jack Russell Terrier X,SALLY,Female,ELIZABETH GROVE,4
140793,Black/Blue,Australian Cattle Dog X,BLUE BOY,Male,ELIZABETH NORTH,3
140794,Gold,Maltese X,SCRUFFY,Desexed Female,ELIZABETH DOWNS,9
140795,White/Brown,Maltese X,ROISIN,Desexed Female,ELIZABETH DOWNS,12
140799,Tan,Maltese X,MILLIE,Desexed Female,ELIZABETH PARK,13
140803,White/Brown,Maltese X,BEAU,Desexed Male,ELIZABETH PARK,1
140804,Gold,Labrador Retriever X,ROCKY,Male,BLAKEVIEW,3
140805,Brown,Poodle X,BAILEY,Female,ANGLE VALE,7
140807,Tan,American Staffordshire Terrier,BELLA,Desexed Female,ANGLE VALE,12
140809,White/Brown,Maltese X,CHARLIE,Desexed Male,CRAIGMORE,6
140812,Apricot,Maltese X,TILLI,Desexed Female,ELIZABETH SOUTH,10
140814,Tan/White,Cavalier King Charles Spaniel,RUBY,Desexed Female,CRAIGMORE,6
140817,Black/White,Shih Tzu,ABBEY,Desexed Female,SMITHFIELD,7
140820,Black/White,Schnauzer (Miniature),JESSIE,Female,ELIZABETH GROVE,14
140822,White,Bichon Frise,TUMMA,Desexed Male,SMITHFIELD PLAINS,11
140823,White,Bichon Frise,PUTU,Desexed Male,SMITHFIELD PLAINS,8
140827,Black,Poodle X,MAGGIE,Female,ELIZABETH,7
140831,Black/White,Maltese X,EBONY,Desexed Female,VIRGINIA,11
140832,Black/White,Chihuahua X,JOCK,Male,ELIZABETH EAST,14
140833,Black/White,Australian Silky Terrier X,PEPPER,Desexed Female,VIRGINIA,5
140834,Tan/Brown,Bull Terrier X,CHUBB,Desexed Male,MUNNO PARA,12
140836,Brindle/White,Staffordshire Bull Terrier X,KHAOS,Female,DAVOREN PARK,6
140837,Tri-Colored,Maltese X,RASCAL,Female,CRAIGMORE,6
140838,Cream,Maltese X,ODIE,Male,ANDREWS FARM,9
140840,Brindle/White,Staffordshire Bull Terrier,CHLOE,Desexed Female,ELIZABETH VALE,12
140841,Black/Brown,Rottweiler X,BOY,Male,ELIZABETH NORTH,4
140842,Black/Brown,German Shepherd Dog,AMBER,Female,ELIZABETH SOUTH,4
140843,Black/Brown,German Shepherd Dog,SCARLETT O'HARA,Female,ELIZABETH SOUTH,3
140845,Black/Brown,Chihuahua,BILLY,Desexed Male,ELIZABETH VALE,11
140846,Black,Jack Russell Terrier X,LUCY,Female,ELIZABETH VALE,14
140848,White,Whippet,JESSIE,Female,DAVOREN PARK,12
140849,Black,Labrador Retriever,AURORA,Desexed Female,MUNNO PARA WEST,1
140850,Black /Tan,Belgian Shepherd Dog,SHAKIRA,Desexed Female,MUNNO PARA WEST,3
140851,Tan,Chihuahua,SUZY,Female,ELIZABETH DOWNS,7
140852,Grey/White,Terrier X,RUFFY,Male,MUNNO PARA,12
140853,White/Brindle,Maltese,MOLLY,Female,ANDREWS FARM,2
140856,Tri-Colored,Maltese X,KIARA,Desexed Female,MUNNO PARA WEST,7
140857,Grey/White,Siberian Husky,MYA,Female,ANDREWS FARM,1
140865,Tan/White,Maltese X,TIMMY,Desexed Male,VIRGINIA,9
140869,Apricot,Maltese X,KRYSTAL,Desexed Female,ANDREWS FARM,5
140870,Tri-Colored,Chihuahua X,ROXY,Desexed Female,ANDREWS FARM,6
140871,Gold,Cocker Spaniel,COOPER,Desexed Male,CRAIGMORE,4
140874,White/Brown,Maltese X,POOH,Female,CRAIGMORE,10
140878,Gold,Chihuahua,CHIQICA,Female,ELIZABETH SOUTH,13
140879,Tri-Colored,Chihuahua,DJAVAN,Male,ELIZABETH SOUTH,4
140881,Brown/White,Chihuahua,PE PE,Male,ELIZABETH EAST,6
140883,White,Maltese X,WOOKIE,Male,SMITHFIELD PLAINS,7
140884,Black/White,Maltese X,BONNIE,Desexed Female,SMITHFIELD,10
140886,Tri-Colored,Maltese X,JAC,Male,ANDREWS FARM,2
140887,White,Bull Terrier,CHEVI,Desexed Female,DAVOREN PARK,7
140888,Brown/White,Bull Terrier,CHOPPER,Male,DAVOREN PARK,1
140892,Brindle/White,Staffordshire Bull Terrier X,MISSY,Desexed Female,ANDREWS FARM,14
140893,Black,Staffordshire Bull Terrier X,INDY,Desexed Female,ANDREWS FARM,12
140894,Black,Cavalier King Charles Spaniel X,BELLA,Female,MUNNO PARA WEST,6
140898,Black/Grey,Border Collie X,WILLOW,Female,MUNNO PARA WEST,8
140899,Black,Leonberger,TIAMAE,Female,VIRGINIA,10
140900,White,Staffordshire Bull Terrier,DAISY,Desexed Female,ANDREWS FARM,10
140901,Cream,Maltese X,PEACHES,Desexed Female,SMITHFIELD,11
140903,Honey,Bichon Frise x,CHESTER,Desexed Male,ANDREWS FARM,13
140905,Brown,Chihuahua,TIGGER,Desexed Male,ANDREWS FARM,6
140907,Gold,Labrador Retriever,SALLY,Female,CRAIGMORE,11
140908,Black /Tan,Rottweiler X,PAGAN,Desexed Female,ANDREWS FARM,11
140909,Black/White,Australian Kelpie X,FRED,Male,ELIZABETH VALE,6
140911,Black/White,Jack Russell Terrier,TOBY,Desexed Male,SMITHFIELD,14
140912,Brown/Black,Border Collie X,MAX,Male,ELIZABETH DOWNS,3
140915,White,Maltese,TAZ,Desexed Male,DAVOREN PARK,4
140920,White,Maltese X,RUBY,Female,BLAKEVIEW,1
140926,Black/White,Australian Kelpie X,SHADOW,Male,ELIZABETH EAST,9
140928,Black,Jack Russell Terrier X,TURBO,Male,ELIZABETH PARK,4
140929,Black /Tan,Chihuahua,GABBY,Desexed Female,SMITHFIELD,10
140930,White,Maltese X,BOBBY,Desexed Male,CRAIGMORE,13
140931,Tri-Colored,Beagle,CHARMAIN,Female,MUNNO PARA WEST,10
140932,Brown/White,Beagle,OSCAR,Desexed Male,CRAIGMORE,13
140936,Black/White,Border Collie,BENNY,Male,CRAIGMORE,9
140939,Grey,Australian Silky Terrier,SHAMUS,Desexed Male,MUNNO PARA WEST,9
140940,Black,Pomeranian X,FAITH,Desexed Female,WATERLOO CORNER,3
140941,Black/White,Australian Kelpie X,DIGGER,Desexed Male,SMITHFIELD PLAINS,14
140945,Black /Tan,Rottweiler,KODI,Desexed Female,HILLBANK,1
140947,Black /Tan,American Staffordshire Terrier Cross,SALLY,Desexed Female,ANGLE VALE,12
140948,Tan,Maltese X,LUCY,Desexed Female,HILLBANK,2
140954,Tan,Australian Silky Terrier,BEAU,Male,ELIZABETH DOWNS,7
140955,Tan,Australian Silky Terrier,WIN,Female,ELIZABETH DOWNS,12
140956,Black /Tan,Rottweiler X,ROXY,Female,MUNNO PARA,1
140957,Tan,Australian Silky Terrier,SKY,Female,ELIZABETH DOWNS,5
140958,Tan,Australian Silky Terrier,GYPSY,Female,ELIZABETH DOWNS,4
140959,White/Red,American Staffordshire Terrier,BLOODLINE,Female,BUCKLAND PARK,8
140960,Tan,Australian Silky Terrier,TAYLOR,Female,ELIZABETH DOWNS,14
140961,Tan,Australian Silky Terrier,BELL,Female,ELIZABETH DOWNS,13
140963,Tri-Colored,Cavalier King Charles Spaniel,SOPHIE,Desexed Female,CRAIGMORE,5
140964,White/Blue,American Staffordshire Terrier,ILLUSION,Female,BUCKLAND PARK,13
140965,Black/White,American Staffordshire Terrier,MAGNENT,Female,BUCKLAND PARK,5
140966,Red/Tan,American Staffordshire Terrier,JESS,Female,BUCKLAND PARK,1
140967,White/Blue,American Staffordshire Terrier,ATHENA,Female,BUCKLAND PARK,9
140968,Fawn,American Staffordshire Terrier,ASIA,Female,BUCKLAND PARK,11
140969,Fawn,American Staffordshire Terrier,MATALICA,Female,BUCKLAND PARK,1
140970,Blue,American Staffordshire Terrier,WEAPON,Male,BUCKLAND PARK,11
140971,Blue,American Staffordshire Terrier,WARRIOR,Male,BUCKLAND PARK,14
140972,White/Blue,American Staffordshire Terrier,ADDICTION,Female,BUCKLAND PARK,2
140973,Tri-Colored,Cavalier King Charles Spaniel,ATHENA,Female,HILLBANK,6
140974,White/Blue,American Staffordshire Terrier,DNA,Female,BUCKLAND PARK,4
140980,Tan/White,Chihuahua,HEIDI,Female,ELIZABETH EAST,11
140984,Brown,Chihuahua X,SANDY,Female,ELIZABETH DOWNS,5
140985,White,Maltese,STOLLY,Female,ELIZABETH EAST,14
140986,Black /Tan,German Shepherd Dog,SHILO,Female,CRAIGMORE,10
140987,Brown/White,Shih Tzu X,RUSKI,Male,ELIZABETH EAST,13
140988,Black/White,Alaskan Malamute,KAISHA,Female,ELIZABETH EAST,8
140992,Apricot,Maltese,HARVEY,Male,CRAIGMORE,12
140994,Blue,Australian Cattle Dog,MISSY,Desexed Female,PENFIELD GARDENS,12
140995,White,Maltese X,BAMBI,Desexed Female,DAVOREN PARK,9
140996,Black/Brown,Terrier X,CHUBBY,Male,PENFIELD GARDENS,9
140997,Black/Brown,Maltese X,ELLE,Desexed Female,CRAIGMORE,14
141000,White,Maltese X,Daisy,Female,BLAKEVIEW,1
141004,Tan,Labrador Retriever X,Makala,Desexed Female,ELIZABETH NORTH,7
141006,White/Brown,Jack Russell Terrier,BAM,Female,ELIZABETH NORTH,14
141007,Black/White,Great Dane X,CASSY,Female,ELIZABETH DOWNS,6
141008,Black /Tan,Chihuahua X,SUMMER,Desexed Female,CRAIGMORE,11
141010,White/Black,Shih Tzu X,ANGUS,Desexed Male,DAVOREN PARK,8
141013,Cream,Mastiff,BLOSSOM,Female,ELIZABETH VALE,6
141017,White/Brown,Maltese,Buddy,Male,ELIZABETH GROVE,10
141018,White,Akita,CHIKA,Desexed Female,ELIZABETH EAST,12
141020,Grey/White,Maltese X,YUKI,Female,ANDREWS FARM,4
141021,Black/Brown,Fox Terrier (Smooth),COOPER,Male,ELIZABETH VALE,1
141024,Cream,Poodle X,OBBI,Desexed Male,ELIZABETH DOWNS,13
141026,Black/White,Havanese,POSH,Female,ANDREWS FARM,12
141027,Black,Belgian Shepherd Dog,BUSTER,Male,ANDREWS FARM,11
141028,White,Bull Terrier,Sugar,Female,WATERLOO CORNER,13
141038,Black /Tan,Rottweiler,LAYKA,Female,ONE TREE HILL,8
141042,Brown/White,Fox Terrier (Smooth)  X,TIMMY,Male,ELIZABETH DOWNS,11
141043,Brown/White,Staffordshire Bull Terrier,SUSHI,Desexed Female,MUNNO PARA,14
141045,Tri-Colored,Maltese X,MITZI,Desexed Female,CRAIGMORE,14
141047,Gold,Golden Retriever X,RUBY,Female,ANGLE VALE,14
141049,Black,Labrador Retriever,LIBBEY,Desexed Female,ELIZABETH SOUTH,10
141053,Black/Brown,Jack Russell Terrier,Micky,Male,ELIZABETH VALE,4
141054,White/Grey/Apricot,Maltese X,Fritz,Male,CRAIGMORE,14
141056,Tan/White,Jack Russell Terrier,Jackson,Desexed Male,ELIZABETH SOUTH,5
141059,White,German Shepherd Dog,Mishellhon,Male,WATERLOO CORNER,2
141060,Brown/Black,Pomeranian,Goldie,Female,ELIZABETH SOUTH,7
141063,Fawn,Chihuahua,Missy,Desexed Female,ELIZABETH PARK,3
141070,White,Maremma Sheepdog,BEAR,Desexed Male,ONE TREE HILL,14
141071,Black /Tan,German Shepherd Dog,BUDDY,Desexed Male,MUNNO PARA WEST,2
141072,Apricot,Poodle,PRINCESS,Desexed Female,ANGLE VALE,11
141074,Gold,Golden Retriever X,JEMMA,Female,DAVOREN PARK,13
141076,Cream,Poodle,BUBBLES,Desexed Male,ANGLE VALE,3
141077,Brown,Staffordshire Bull Terrier,PETAL,Female,ELIZABETH NORTH,4
141078,Red,Staffordshire Bull Terrier,JACK,Male,ANDREWS FARM,12
141079,White,Maltese X,BUSTER,Male,SMITHFIELD PLAINS,8
141084,Black /Tan,Chihuahua,OLLIE,Male,SMITHFIELD PLAINS,14
141092,Tri-Colored,Beagle,ABBY,Female,DAVOREN PARK,6
141093,Fawn,Whippet,HARPER,Desexed Male,BUCKLAND PARK,13
141103,Tan,Corgi X,ROXY,Desexed Female,CRAIGMORE,10
141104,Black/White,Chihuahua X,OLLIE,Male,ELIZABETH VALE,4
141105,Black,Cavalier King Charles Spaniel X,ZARA,Female,CRAIGMORE,3
141108,Tan,Maltese X,TAMMI,Female,VIRGINIA,10
141111,Black /Tan,X Breed,BOBBY,Male,ELIZABETH SOUTH,2
141115,White,Shih Tzu X,JERSEY,Desexed Female,CRAIGMORE,1
141118,White,Maltese X,CHARLIE,Desexed Male,CRAIGMORE,6
141120,Black /Tan,German Shepherd Dog X,MISHKA,Desexed Female,ELIZABETH DOWNS,1
141124,White/Black,Staffordshire Bull Terrier X,JOOLSY,Desexed Female,CRAIGMORE,8
141129,White,Maltese,CRYSTAL,Desexed Female,MUNNO PARA WEST,3
141131,White,Chihuahua X,GISMO,Desexed Female,ELIZABETH GROVE,14
141134,Chocolate,Flatcoated Retriever,ARCHER,Male,ELIZABETH GROVE,7
141135,Red,Chow Chow,ROSIE,Female,ELIZABETH EAST,2
141136,Fawn/Black,Pug,BUDDY DEMPSTER,Male,DAVOREN PARK,10
141137,Red,Cocker Spaniel X,SANDY,Desexed Female,CRAIGMORE,11
141138,White,Shih Tzu,SUSIE,Female,ANDREWS FARM,1
141140,Tan/Brindle,Whippet,BRONTE,Desexed Male,CRAIGMORE,1
141143,Black/White,Chihuahua,TINY,Desexed Female,MUNNO PARA WEST,12
141144,Tan,Pomeranian,EVITA,Desexed Female,MUNNO PARA WEST,8
141152,White,Shih Tzu X,LOLLY,Female,CRAIGMORE,3
141155,White,Maltese X,Rex,Male,ELIZABETH EAST,11
141157,White,Maltese X,LULU,Female,CRAIGMORE,9
141158,Tri-Colored,Beagle X,Cassie,Female,ONE TREE HILL,14
141159,Tan,Chihuahua,BUDDY,Male,MUNNO PARA WEST,9
141160,Black,Maltese X,MONTY,Desexed Male,ANDREWS FARM,11
141161,Gold,Golden Retriever,ANGUS,Male,CRAIGMORE,3
141162,Silver/Black,Keeshond,CHEWIE,Male,PENFIELD GARDENS,7
141163,Silver/Black,Keeshond,CRUMPET,Female,PENFIELD GARDENS,5
141164,White,Maltese X,BELLA,Female,ELIZABETH DOWNS,3
141165,Black/White,Alaskan Malamute,SETH,Desexed Male,ANDREWS FARM,12
141166,Black /Tan,German Shepherd Dog,MYNA,Desexed Female,ELIZABETH DOWNS,4
141169,Tan,Collie (Rough Coat) X,BUZZ,Male,DAVOREN PARK,12
141170,Gold,Pomeranian X,GYPSY,Desexed Female,CRAIGMORE,1
141171,Brindle,Rhodesian Ridgeback X,RASTUS,Desexed Male,ELIZABETH DOWNS,6
141173,White,Maltese X,GIDGET,Female,CRAIGMORE,8
141174,Black,Poodle (Toy),CHARLIE,Female,MACDONALD PARK,3
141175,Blue,Bull Terrier X,ROXY,Female,ANDREWS FARM,6
141177,Black /Tan,Dobermann X,ELKA,Female,ELIZABETH SOUTH,14
141184,Black /Tan,Australian Kelpie X,SCUD,Desexed Male,ELIZABETH EAST,3
141186,White,Maltese,JIMMY,Desexed Male,CRAIGMORE,14
141188,White,Maltese X,SHANDI,Female,CRAIGMORE,2
141189,Tan/White,Jack Russell Terrier X,Charlie,Male,ELIZABETH EAST,2
141190,White,Papillon,ROMEO,Male,ELIZABETH SOUTH,7
141193,Black /Tan,Chihuahua,CHICCO,Male,CRAIGMORE,4
141194,Brown/White,American Staffordshire Terrier Cross,BUSTER,Male,DAVOREN PARK,12
141197,Tri-Colored,Cavalier King Charles Spaniel,GIZMO,Desexed Male,CRAIGMORE,3
141198,Black/White,Border Collie,Rivers,Male,ELIZABETH DOWNS,5
141200,White,Maltese X,ELLIE,Female,BLAKEVIEW,12
