Reference,Colour_Description,Breed_Description,Animal_Name,Gender,Suburb,Age
139509,Tan/White,Pomeranian,TIM,Male,ELIZABETH VALE,7
139511,White/Brown,Cavalier King Charles Spaniel,BARNEY,Male,CRAIGMORE,11
139514,Tan/White,Beagle,HENRIETTA,Female,SMITHFIELD PLAINS,5
139524,Brindle,American Bull Dog,MACK,Male,ELIZABETH DOWNS,9
139525,Tri-Colored,Maltese X,MISSY,Female,BLAKEVIEW,9
139527,Gold,Labrador Retriever,COLONEL,Desexed Male,CRAIGMORE,4
139532,Black /Tan,Australian Cattle Dog X,MILO,Male,ANDREWS FARM,6
139535,Black /Tan,Chihuahua,BIFF,Male,ELIZABETH DOWNS,8
139536,Tan,Maltese X,COCO,Female,SMITHFIELD,2
139538,Tri-Colored,Border Collie X,OLE,Desexed Male,ANDREWS FARM,11
139539,Black,Labrador Retriever X,ZEUS,Desexed Male,HILLBANK,12
139541,Silver/Black,Schnauzer (Miniature),ZIGGY,Male,ANDREWS FARM,14
139542,Grey/White,Siberian Husky,SHADOW,Male,CRAIGMORE,8
139543,Black,Cocker Spaniel,CHARLIE,Male,BLAKEVIEW,6
139544,Black,Cocker Spaniel,CHIPPER,Male,BLAKEVIEW,10
139545,White,Maltese X,CHLOE,Desexed Female,CRAIGMORE,8
139547,Tri-Colored,Beagle,RUBY,Desexed Female,DAVOREN PARK,13
139548,Black/White,Maltese X,RUBY,Female,BLAKEVIEW,12
139550,Black /Tan,German Shepherd Dog,HUNTER,Male,ELIZABETH SOUTH,3
139551,White/Brown,Maltese X,BUFFY,Female,ELIZABETH PARK,14
139555,Tan/White,Maltese X,LUCY LUI,Desexed Female,ELIZABETH SOUTH,4
139558,Tri-Colored,Keeshond,BENJIE,Desexed Male,BLAKEVIEW,4
139566,Black,Labrador Retriever,LINK,Desexed Male,ANDREWS FARM,1
139567,Tan,Labrador Retriever X,MAX,Desexed Male,CRAIGMORE,8
139570,Tan/White,Maltese,CHLOE,Desexed Female,MUNNO PARA WEST,7
139573,Tri-Colored,Staffordshire Bull Terrier X,BRUCE,Desexed Male,MUNNO PARA WEST,13
139574,Black,Italian Greyhound,JET,Male,MUNNO PARA WEST,2
139586,Tan/White,Fox Terrier (Smooth),BONNIE,Desexed Female,ELIZABETH NORTH,3
139590,Apricot,Maltese X,ELLIE MAY,Desexed Female,CRAIGMORE,13
139591,Gold,Golden Retriever,MADDISON,Desexed Female,ANDREWS FARM,1
139594,Cream,Maltese X,COOKIE,Female,DAVOREN PARK,4
139600,Gold,Labrador Retriever,NALA,Female,DAVOREN PARK,6
139608,White,Bichon Frise,TED-E-BEAR,Male,HILLBANK,11
139609,White,Maltese X,MILLIE,Desexed Female,CRAIGMORE,8
139610,Brown/White,Cavalier King Charles Spaniel,RUFFLES,Desexed Male,CRAIGMORE,14
139612,White,Maremma Sheepdog,GEORGIA,Desexed Female,HILLBANK,6
139613,Black,Mastiff,MAX,Male,CRAIGMORE,11
139614,White,Staffordshire Bull Terrier X,BRITTNEY,Female,ELIZABETH DOWNS,5
139618,Black/White,Siberian Husky,BUDDHA,Desexed Male,ELIZABETH VALE,13
139622,White,Maltese X,ASPEN,Desexed Male,ELIZABETH SOUTH,13
139623,Black,Labrador Retriever X,ZORRO,Desexed Male,CRAIGMORE,2
139624,Black/White,Fox Terrier (Smooth)  X,BOBBY,Desexed Male,BLAKEVIEW,10
139627,Black /Tan,Rottweiler,CLEVELAND,Male,ELIZABETH SOUTH,13
139634,White,Maltese X,BEAR,Male,CRAIGMORE,9
139635,White,Poodle,HOLLI,Female,DAVOREN PARK,2
139638,Grey,X Breed,TAMMY,Desexed Female,WATERLOO CORNER,8
139641,Tan,American Bull Dog,CHLOE,Desexed Female,MUNNO PARA,3
139642,White,Siberian Husky,MISHA,Female,SMITHFIELD,1
139643,Tri-Colored,Beagle,KODI,Female,CRAIGMORE,6
139644,White,Shih Tzu X,TINEE,Male,ELIZABETH GROVE,5
139645,Tan,Maltese X,DIXI,Desexed Female,ANDREWS FARM,14
139647,Black/White,Dalmation,LUCY,Female,CRAIGMORE,9
139650,White,Maltese X,BAZIL,Male,MUNNO PARA,8
139651,Black,Labrador Retriever,BUTCH,Male,ELIZABETH VALE,1
139652,Black/White,American Staffordshire Terrier,MOYA,Desexed Male,ANGLE VALE,3
139653,Black/White,American Staffordshire Terrier,THOR,Desexed Male,ANGLE VALE,1
139657,Tri-Colored,Maltese X,BARNEY,Male,BLAKEVIEW,14
139659,Light Brown,Pomeranian X,HAMISH,Male,HILLBANK,4
139660,Black/White,Border Collie,JACK,Male,WATERLOO CORNER,4
139663,Tan,American Staffordshire Terrier,KODI PRICE,Female,HILLBANK,12
139666,Black,Staffordshire Bull Terrier,LEVI,Male,ELIZABETH DOWNS,5
139667,Tan/White,Bull Terrier X,KYE,Desexed Male,DAVOREN PARK,7
139668,White,German Shepherd Dog,MILEY,Female,DAVOREN PARK,4
139672,White,Maltese X,BENJI,Male,CRAIGMORE,2
139673,White,Maltese,MYFF WARHURST,Desexed Female,ELIZABETH DOWNS,14
139677,Black/White,Labrador Retriever,OSCAR,Male,CRAIGMORE,3
139678,Tan/White,Maltese X,MAX,Male,CRAIGMORE,7
139681,Tan/White,Jack Russell Terrier,ELLA,Female,ELIZABETH EAST,11
139682,Brown/White,Maltese X,MAXIMUS,Male,ANDREWS FARM,8
139683,Tan,Chihuahua X,BARLEI,Desexed Male,CRAIGMORE,6
139684,White,West Highland White Terrier,JAZZI,Desexed Female,CRAIGMORE,10
139687,Tan,Chihuahua X,PEDRO,Desexed Male,MUNNO PARA,9
139690,White,Maltese X,CHARLIE,Male,ELIZABETH PARK,2
139694,White/Black,Alaskan Malamute,MISHA,Female,CRAIGMORE,8
139698,Black/White,Siberian Husky,AKIRA,Female,ELIZABETH,3
139702,Black,Papillon X,BUTCH,Male,ELIZABETH GROVE,4
139705,Black/White,Staffordshire Bull Terrier X,LUCKY,Male,ELIZABETH GROVE,2
139707,Black,Jack Russell Terrier X,BENJI,Desexed Male,SMITHFIELD PLAINS,5
139712,Black,Alaskan Malamute,LEELOU,Female,ELIZABETH DOWNS,5
139716,Cream,Chihuahua,ISABELLA,Desexed Female,MUNNO PARA,7
139717,Brown,Pomeranian X,LOLA,Desexed Female,MUNNO PARA WEST,10
139723,White,Siberian Husky,CASPER,Male,MUNNO PARA,4
139724,Red,Australian Cattle Dog,WOODY,Male,CRAIGMORE,1
139725,Gold,Labrador Retriever,MAXIE,Desexed Male,CRAIGMORE,4
139726,White/Black,Jack Russell Terrier,RIPPA,Desexed Male,ELIZABETH DOWNS,5
139727,Tan/White,Jack Russell Terrier,MISSY,Female,ELIZABETH DOWNS,4
139728,Black/White,Fox Terrier (Smooth)  X,PATCH,Desexed Male,SMITHFIELD PLAINS,5
139729,White/Brown,Maltese X,MOLLY,Desexed Female,ELIZABETH VALE,4
139731,Gold,Maltese X,ZAAC,Male,CRAIGMORE,8
139739,Black /Tan,Australian Silky Terrier X,FEE,Female,ANDREWS FARM,8
139741,Black/White,Shih Tzu,MISSIE,Female,ELIZABETH SOUTH,2
139751,Tan/Black,German Shepherd Dog,WOLF,Male,BLAKEVIEW,12
139756,Tan,Akita,BEAR,Desexed Male,SMITHFIELD PLAINS,1
139758,Brown/White,Australian Kelpie X,RUBY,Desexed Female,ELIZABETH EAST,5
139760,Black/White,American Staffordshire Terrier,INDEE,Desexed Female,CRAIGMORE,14
139767,White,Maremma Sheepdog,DUFFA DOG,Desexed Female,BLAKEVIEW,1
139768,Black/Brindle,Akita X,BUFFA,Male,BLAKEVIEW,7
139772,Tan/White,West Highland White Terrier X,AJ,Male,CRAIGMORE,7
139775,Tan,Spaniel X,MISSY,Desexed Female,ELIZABETH SOUTH,12
139778,Brown,Australian Kelpie,CHARLIE,Desexed Male,DAVOREN PARK,1
139781,Tri-Colored,Maltese X,SAXON,Desexed Male,ELIZABETH PARK,13
139783,White,Maltese X,BELLA,Desexed Female,ELIZABETH,7
139784,Liver,German Shorthaired Pointer,MACK,Desexed Male,ANDREWS FARM,9
139785,Brindle/White,Mastiff X,MISSY,Desexed Female,SMITHFIELD PLAINS,1
139788,Black/Brown,Chihuahua X,ROSETTA,Female,ELIZABETH GROVE,1
139789,Black,Border Collie X,CHARLIE,Male,ELIZABETH GROVE,12
139795,White,Maltese X,TY TY,Male,DAVOREN PARK,4
139796,Grey/White,Border Collie,JENNA,Female,CRAIGMORE,3
139800,White,West Highland White Terrier,MILLIE,Desexed Female,HILLBANK,3
139801,White/Brown,Schnauzer,CYANN,Desexed Female,ELIZABETH GROVE,8
139802,Apricot,Cavalier King Charles Spaniel X,BELLA,Desexed Female,ANDREWS FARM,9
139803,Grey,Alaskan Malamute,BALTO,Desexed Male,SMITHFIELD PLAINS,12
139806,White,Maltese X,TARA,Desexed Female,ELIZABETH EAST,12
139808,Brown/White,Boxer,GABBIE,Female,HILLBANK,10
139811,Chocolate,Labrador Retriever X,KATIE,Female,CRAIGMORE,2
139812,Blenheim,Beagle,OSCAR,Desexed Male,ANDREWS FARM,2
139823,Fawn,Maltese X,MIA,Desexed Female,CRAIGMORE,13
139830,Black /Tan,Rottweiler,CHIEF,Desexed Male,ELIZABETH DOWNS,6
139835,Black /Tan,Rottweiler,INCA,Female,ELIZABETH PARK,6
139838,Black /Tan,Rottweiler,BOWDEY,Male,CRAIGMORE,6
139839,Fawn,Labrador Retriever X,ROSIE,Desexed Female,SMITHFIELD,14
139841,White,Australian Cattle Dog,SKIPPY,Male,ELIZABETH NORTH,7
139842,White,Australian Cattle Dog,HORSE,Male,ELIZABETH NORTH,4
139844,Brown/Black,Jack Russell Terrier,CHINO,Male,VIRGINIA,14
139847,Brown,Staffordshire Bull Terrier,ROSIE,Female,HILLBANK,12
139850,Sable,Shetland Sheepdog,SCOUT,Male,DAVOREN PARK,3
139857,Brindle,American Bull Dog,BEEFY,Male,ELIZABETH NORTH,1
139858,Tri-Colored,Border Collie,ZOID,Desexed Male,DAVOREN PARK,5
139859,White,Poodle X,SUZIE,Female,DAVOREN PARK,9
139860,Tri-Colored,Cavalier King Charles Spaniel,FLEA,Desexed Female,CRAIGMORE,12
139861,Black /Tan,Labrador Retriever X,SHADOW,Desexed Female,ELIZABETH EAST,5
139865,Gold,American Staffordshire Terrier,SAM,Male,BLAKEVIEW,7
139869,Tan/White,Maltese X,BUDDY,Desexed Male,CRAIGMORE,4
139874,Fawn/Black,Pug,COCO,Desexed Female,SMITHFIELD,13
139879,Black,Staffordshire Bull Terrier X,DEXTA,Desexed Male,MUNNO PARA WEST,7
139885,Black/White,Shih Tzu,TIGER WOODS,Male,BLAKEVIEW,5
139886,Red,Australian Cattle Dog X,TOMMY,Male,CRAIGMORE,11
139889,Black,Rottweiler X,LILLY,Desexed Female,ANGLE VALE,11
139894,Black,Poodle X,WILSON,Desexed Male,ELIZABETH EAST,7
139895,Black/Brindle,Staffordshire Bull Terrier X,HOLLY,Desexed Female,ANGLE VALE,13
139898,Tri-Colored,Papillon,GEORDIE,Male,WATERLOO CORNER,5
139900,Black/White,Papillon,GABRIEL,Male,WATERLOO CORNER,2
139901,White/Red,Papillon,CADENCE,Female,WATERLOO CORNER,10
139902,Tri-Colored,Papillon,QUEENIE,Female,WATERLOO CORNER,3
139903,White,Poodle X,MISTY,Female,ELIZABETH EAST,11
139905,Tri-Colored,Maltese X,SCRUFFY,Male,CRAIGMORE,12
139906,Tri-Colored,Bernese Mountain Dog,ROCKSY,Female,CRAIGMORE,5
139909,Black /Tan,Rottweiler,SUZIE,Female,HILLBANK,10
139917,Brindle,Staffordshire Bull Terrier,HARLEY,Male,CRAIGMORE,3
139918,Black /Tan,Rottweiler,WINDSOR,Female,ELIZABETH SOUTH,11
139920,Brown/White,Maltese X,NAPOLEAN,Desexed Male,ELIZABETH EAST,1
139924,Brindle,Chihuahua X,WAH WAH,Desexed Female,PENFIELD GARDENS,2
139929,White,Australian Silky Terrier X,SUZI,Desexed Female,CRAIGMORE,3
139930,Russett Gold,Hungarian Vizsla,SAMMY,Desexed Male,ELIZABETH NORTH,4
139933,White,Maltese X,OSCAR,Desexed Male,ELIZABETH PARK,2
139936,White/Red,Coolie X,SHANDIE,Desexed Female,HUMBUG SCRUB,1
139942,White,Shih Tzu X,CHARLIE,Desexed Male,BLAKEVIEW,7
139943,Black/White,Boston Terrier,JEWELS,Desexed Female,ANGLE VALE,2
139944,Red,Pug X,RUBY,Desexed Female,ANGLE VALE,5
139946,Sable,Fox Terrier (Smooth)  X,MILLIE,Desexed Female,ELIZABETH VALE,1
139949,Black/White,Fox Terrier (Smooth),SIMBA,Male,VIRGINIA,13
139952,Tri-Colored,Jack Russell Terrier X,KELLY YON,Desexed Female,HILLBANK,9
139955,White/Blue,Australian Cattle Dog X,LAURA,Female,ELIZABETH VALE,8
139963,Tan,German Shepherd Dog X,ROMEO,Male,DAVOREN PARK,3
139964,White/Brown,Jack Russell Terrier,JASMINE,Female,ELIZABETH NORTH,8
139965,Tan/White,Staffordshire Bull Terrier,BEAR,Desexed Female,CRAIGMORE,1
139968,Caramel,Labrador Retriever X,SABRE,Male,HILLBANK,8
139971,Black/White,Staffordshire Bull Terrier X,BOBBI,Desexed Female,ELIZABETH EAST,4
139974,White,Maltese X,MUFFIN,Male,ELIZABETH DOWNS,12
139975,Tan/White,Jack Russell Terrier,BRUISER,Male,BLAKEVIEW,14
139976,Black /Tan,Terrier X,LULU,Desexed Female,ELIZABETH EAST,2
139977,Tri-Colored,Jack Russell Terrier,RALPH,Desexed Male,ELIZABETH EAST,3
139980,Black,Schnauzer,SHARLI,Female,ONE TREE HILL,1
139989,Black,Labrador Retriever,JESSE,Desexed Female,HILLBANK,12
139993,White/Red,Staffordshire Bull Terrier,HODGY,Male,MUNNO PARA WEST,5
139995,Tri-Colored,Cavalier King Charles Spaniel,PENNY,Female,CRAIGMORE,12
139998,Tan/White,Jack Russell Terrier X,ZAPPER,Desexed Male,DAVOREN PARK,9
140004,White/Brown,Maltese,SALLY,Female,HILLBANK,10
140006,Brown,Chihuahua X,BO,Desexed Male,DAVOREN PARK,7
140009,Tri-Colored,Beagle X,BUDDY,Desexed Male,CRAIGMORE,11
140019,Tan,Pekingese,TARA,Desexed Female,ELIZABETH GROVE,6
140025,Chocolate,Labrador Retriever,TAYLOR,Female,ELIZABETH GROVE,8
140030,Tri-Colored,Tenterfield Terrier,TISHKA,Female,ANDREWS FARM,13
140032,Black /Tan,Terrier,ROSIE,Desexed Female,CRAIGMORE,9
140035,Chocolate,Staffordshire Bull Terrier,BLACKY,Male,BLAKEVIEW,11
140036,Brindle,Staffordshire Bull Terrier,OZZIE,Desexed Male,SMITHFIELD PLAINS,1
140043,Tri-Colored,Maltese X,JAXON,Desexed Male,ELIZABETH DOWNS,9
140045,Blue,Collie (Rough),GIDGET,Desexed Female,ELIZABETH EAST,4
140047,Black /Tan,Fox Terrier (Smooth),POPPET,Desexed Female,ANDREWS FARM,2
140050,Tri-Colored,Australian Kelpie,JENA,Desexed Female,DAVOREN PARK,13
140051,Black /Tan,Mastiff X,ROXY,Desexed Female,GOULD CREEK,5
140056,Red,Poodle,RUBY,Female,HILLBANK,1
140057,Black/Brindle,Staffordshire Bull Terrier,MAX,Male,ELIZABETH VALE,8
140058,Black/White,Staffordshire Bull Terrier X,TYSON,Desexed Male,DAVOREN PARK,12
140059,Tri-Colored,Fox Terrier (Smooth),TINY,Desexed Female,ELIZABETH VALE,3
140060,Brindle,Staffordshire Bull Terrier,JASPER,Desexed Male,BLAKEVIEW,1
140062,Tan,American Staffordshire Terrier Cross,MAGGIE MAE,Desexed Female,MACDONALD PARK,13
140063,Black,Labrador Retriever,CHLOE,Female,ELIZABETH VALE,10
140066,Fawn,Mastiff X,TESS,Desexed Female,BLAKEVIEW,5
140067,Black/White,Jack Russell Terrier,COREY,Desexed Male,BLAKEVIEW,11
140070,White,Golden Retriever,ELISE,Female,ONE TREE HILL,10
140071,Black /Tan,Rottweiler,BEN,Male,CRAIGMORE,6
140074,Brown,Australian Kelpie,JAKE,Desexed Male,CRAIGMORE,13
140078,Tan/White,Maltese X,LUCY,Female,CRAIGMORE,11
140079,Gold,Labrador Retriever,ABBY,Desexed Female,ANDREWS FARM,4
140080,Tan/White,Jack Russell Terrier,BOBBY,Desexed Female,ANDREWS FARM,3
140085,Black/White,Siberian Husky,RUSKY,Female,SMITHFIELD PLAINS,9
140087,Black/Grey,Shih Tzu X,BUDDY,Male,ELIZABETH,12
140088,White,Maltese X,SUZIE,Female,ELIZABETH PARK,13
140089,Black,Rottweiler X,TERRA,Desexed Female,ELIZABETH SOUTH,1
140091,White/Brown,Maltese,COCO,Desexed Female,DAVOREN PARK,9
140096,Tan/White,Maltese X,BELLA,Desexed Female,ELIZABETH DOWNS,4
140101,Tri-Colored,Beagle,NIKA,Desexed Female,YATTALUNGA,8
140102,Black /Tan,Rottweiler,BILLY,Male,YATTALUNGA,8
140105,Black/White,Border Collie X,TIN TIN,Male,ELIZABETH NORTH,12
140108,White/Black,Jack Russell Terrier,ZOEY,Desexed Female,ANDREWS FARM,5
140109,Brindle,Bull Terrier X,BONNIE,Desexed Female,ELIZABETH DOWNS,8
140111,Tan/Black,German Shepherd Dog,KATE,Desexed Female,BIBARINGA,6
140113,White,Maltese X,NITRO,Desexed Male,MUNNO PARA WEST,9
140114,Brindle,Bull Terrier,ALICE,Female,ANGLE VALE,9
140115,Black/Gold,German Shepherd Dog,LARA,Desexed Female,ANDREWS FARM,4
140116,Black /Tan,Rottweiler X,MISHKA,Desexed Female,SMITHFIELD,13
140118,White,German Shepherd Dog,BLAZE,Male,ELIZABETH DOWNS,9
140122,Gold,Labrador Retriever,SONNY,Male,CRAIGMORE,12
140128,Red,Australian Kelpie,RED,Male,HUMBUG SCRUB,11
140130,Gold,Golden Retriever,KODA,Male,BLAKEVIEW,12
140132,Black /Tan,German Shepherd Dog,GARY,Male,ANDREWS FARM,12
140133,White,Maltese X,TEDDIE,Male,SMITHFIELD,9
140134,Blue/Roan,Australian Cattle Dog,DIESEL,Male,ANGLE VALE,8
140135,Fawn,American Staffordshire Terrier,CHLOE,Female,ELIZABETH EAST,3
140136,White,Bull Terrier X,ANGEL,Female,SMITHFIELD PLAINS,5
140137,White,Poodle,RYDER,Male,SMITHFIELD PLAINS,4
140142,Apricot,Maltese X,BEAU,Male,PENFIELD GARDENS,8
140144,Tan,Pomeranian,BOBBY,Male,SMITHFIELD PLAINS,4
140145,White/Brown,Jack Russell Terrier X,LOU,Male,DAVOREN PARK,1
140149,Black,Poodle (Miniature),CHARLI,Female,ANGLE VALE,12
140150,Black /Tan,Australian Kelpie X,MILO,Male,ELIZABETH DOWNS,7
140151,Tri-Colored,Bull Terrier,TORI,Desexed Female,ELIZABETH DOWNS,9
140153,Tan,Staffordshire Bull Terrier,ANGUS,Desexed Male,CRAIGMORE,9
140156,Brindle,Staffordshire Bull Terrier X,SHADOW,Female,ELIZABETH NORTH,5
140157,Tri-Colored,Cavalier King Charles Spaniel,HENRY,Desexed Male,ELIZABETH,10
140165,Black /Tan,German Shepherd Dog,BARON,Desexed Male,VIRGINIA,4
140167,Sable,Tibetan Spaniel,LUCY,Desexed Female,ELIZABETH VALE,8
140170,Black /Tan,Australian Kelpie,ACER,Desexed Male,ELIZABETH SOUTH,3
140174,Tan,Border Collie X,CEFF,Desexed Male,ELIZABETH PARK,11
140175,Champagne,Cocker Spaniel X,CHARLIE,Desexed Male,ELIZABETH,5
140176,Gold,Labrador Retriever X,ELLIE,Desexed Female,MUNNO PARA WEST,8
140178,Liver,Beagle,BUSTER,Desexed Male,ELIZABETH DOWNS,5
140179,Black,Australian Cattle Dog,TIK,Desexed Female,ELIZABETH VALE,10
140180,Sable,Shetland Sheepdog,CLOE,Desexed Female,BLAKEVIEW,3
140182,Tan/White,Jack Russell Terrier X,AMBER,Desexed Female,MUNNO PARA WEST,14
140186,Cream,Pekingese X,MRS BELLA BOO,Desexed Female,ELIZABETH DOWNS,14
140189,Red,Staffordshire Bull Terrier,HONEY,Desexed Female,HILLBANK,1
140193,Black/White,Border Collie,SAM,Desexed Male,ELIZABETH GROVE,8
140194,White,Lhasa Apso,ELLA,Desexed Female,SMITHFIELD PLAINS,11
140197,Tan,Fox Terrier (Smooth)  X,JUNIOR,Male,DAVOREN PARK,11
140202,Black,Australian Cattle Dog,ELLIE,Female,VIRGINIA,6
140203,White,Poodle (Toy),MEG,Female,ELIZABETH DOWNS,9
140204,Tan,Bullmastiff,ROXY,Desexed Female,ELIZABETH,6
140210,Brindle,Staffordshire Bull Terrier X,ROCKY,Desexed Male,BLAKEVIEW,13
140215,Brown,Pomeranian,OZZIE,Male,CRAIGMORE,11
140221,Cream,Poodle X,MILLIE,Desexed Female,CRAIGMORE,11
140222,Black/Brown,Chihuahua X,CHANDLER,Male,BLAKEVIEW,3
140223,Black /Tan,German Shepherd Dog,WHISKY,Female,ELIZABETH NORTH,5
140232,White,Poodle (Toy),MINTY,Male,ELIZABETH DOWNS,1
140239,Black /Tan,Poodle X,SAMANTHA,Desexed Female,ELIZABETH SOUTH,3
140243,White,Bichon Frise,RUBY,Female,ONE TREE HILL,2
140248,Blue,Australian Cattle Dog,JESSIE,Female,DAVOREN PARK,7
140252,White,Maltese X,MICHELLE,Desexed Female,BLAKEVIEW,11
140253,Tan,Border Collie X,CHLOE,Female,VIRGINIA,11
140254,Tan,Chihuahua,REX,Desexed Male,ELIZABETH SOUTH,11
140255,Black /Tan,German Shepherd Dog,RUBY TRAN,Female,BUCKLAND PARK,6
140256,Black /Tan,German Shepherd Dog,BARNIE TRAN,Male,BUCKLAND PARK,1
140258,White,Maltese X,TOBY,Male,BLAKEVIEW,4
140260,Black,Cocker Spaniel,BELLA,Desexed Female,ANDREWS FARM,9
140263,White,Cocker Spaniel X,SHAGGY,Desexed Male,ANDREWS FARM,12
140269,White,Maltese X,ELMO,Desexed Male,ELIZABETH EAST,8
140270,Honey,Poodle X,CHARLIE,Desexed Male,SMITHFIELD PLAINS,3
140272,Tri-Colored,Beagle,TIEKA,Female,MUNNO PARA WEST,2
140273,White,Staffordshire Bull Terrier X,MISSY,Desexed Female,ANGLE VALE,4
140274,Black/White,Tenterfield Terrier,EDDIE,Male,CRAIGMORE,5
140275,Brindle,Staffordshire Bull Terrier X,DUEY,Male,CRAIGMORE,1
140276,Tri-Colored,Australian Kelpie X,GYPSY,Desexed Female,ANDREWS FARM,4
140280,Black/White,Dalmation,LIZZY,Desexed Female,PENFIELD GARDENS,5
140282,Sable,Shetland Sheepdog,CESTON SWEET GEORGIA,Desexed Female,CRAIGMORE,9
140286,Brown,Pomeranian X,SAM,Desexed Male,BLAKEVIEW,1
140287,White,Jack Russell Terrier X,BANDIT,Male,SMITHFIELD,2
140290,Black /Tan,German Shepherd Dog,JASPER,Male,ANGLE VALE,14
140293,Brown/White,Fox Terrier (Smooth),LILY,Female,ELIZABETH DOWNS,9
140294,Brown/White,Fox Terrier (Smooth),GEMMA,Female,ELIZABETH DOWNS,8
140298,Brown/White,Australian Silky Terrier X,ALICE,Desexed Female,MUNNO PARA WEST,13
140300,Tan/White,Beagle,OLLIE,Male,BLAKEVIEW,6
140302,Black/Brown,Australian Kelpie,BUDDY,Desexed Male,WATERLOO CORNER,5
140305,White/Red,Australian Cattle Dog,RED,Male,SMITHFIELD,1
140306,Black/White,Shih Tzu X,MONTY,Desexed Male,ELIZABETH DOWNS,11
140307,Black/White,Maltese X,BOOF,Male,SMITHFIELD PLAINS,5
140308,Tan,American Staffordshire Terrier,TITO,Desexed Male,YATTALUNGA,4
140309,Brindle,Staffordshire Bull Terrier X,KI KI,Female,ANGLE VALE,13
140310,Tri-Colored,Chihuahua X,BELLA,Desexed Female,MACDONALD PARK,11
140314,Red,British Bulldog,ARAGOG,Male,ANGLE VALE,14
140315,Red,Siberian Husky,TUSCON,Desexed Male,HILLBANK,9
140318,Cream,Maltese X,ELLY,Desexed Female,BLAKEVIEW,7
140321,Tan/White,Australian Cattle Dog X,SAXON,Male,CRAIGMORE,6
140323,Black/White,Australian Cattle Dog,BONNIE,Desexed Female,DAVOREN PARK,10
140325,White,Maltese X,HERO,Desexed Male,CRAIGMORE,11
140326,Black /Tan,German Shepherd Dog,ROSIE,Female,ELIZABETH DOWNS,14
140329,White/Black,Maltese X,SCHAYLA,Female,ANDREWS FARM,7
140332,Tan,Staffordshire Bull Terrier X,ANGEL,Female,CRAIGMORE,4
140333,White,Fox Terrier (Smooth)  X,FOXY,Female,CRAIGMORE,3
140334,Tan/White,Jack Russell Terrier,NITRO,Desexed Male,MUNNO PARA WEST,8
140337,Tan/White,American Staffordshire Terrier,ZARA,Female,ELIZABETH DOWNS,8
140338,Black/White,Maltese X,COCO,Desexed Female,BLAKEVIEW,7
140339,Black/White,Jack Russell Terrier X,HOLLY,Female,ELIZABETH VALE,8
140349,Tri-Colored,Maltese X,TEDDY,Male,SMITHFIELD PLAINS,11
140359,Tri-Colored,Maltese X,ZOE,Female,CRAIGMORE,12
140362,Tri-Colored,Rottweiler X,BUDDY,Male,ELIZABETH VALE,3
140367,Black/White,Staffordshire Bull Terrier X,CHINA,Desexed Female,ELIZABETH DOWNS,11
140372,Brown/White,Maltese X,MILO,Male,ELIZABETH PARK,14
140373,Tri-Colored,Chihuahua X,BUDDY,Desexed Male,HILLBANK,2
140378,Black/White,Border Collie X,BELLA,Desexed Female,HILLBANK,6
140379,White/Black,Maltese,BARNEY,Desexed Male,ELIZABETH EAST,8
140380,Cream,Maltese X,PEBBLES,Female,ELIZABETH VALE,1
140381,Gold,Maltese X,JESSIE,Desexed Female,ELIZABETH NORTH,12
140386,Blue/Roan,Cocker Spaniel,BENTLEY,Desexed Male,ONE TREE HILL,12
140387,White,Bichon Frise x,LILY,Desexed Female,ELIZABETH PARK,2
140388,Black,Australian Kelpie X,TIMMIE,Desexed Male,ANGLE VALE,8
140389,Black /Tan,Rottweiler X,RANDY,Desexed Male,ANDREWS FARM,3
140394,Black/White,Australian Cattle Dog,MACK,Male,ULEYBURY,5
140396,Black /Tan,Dobermann,SAMANTHA,Desexed Female,CRAIGMORE,7
140405,Tri-Colored,Shih Tzu X,MOLLY,Desexed Female,ELIZABETH PARK,13
140406,Gold,Golden Retriever,ELVIS,Male,CRAIGMORE,4
140407,Sable,Maltese X,ELVIS,Desexed Male,BLAKEVIEW,1
140408,Tan,Mastiff X,DEISEL,Male,ELIZABETH DOWNS,6
140411,Gold,Labrador Retriever,GOLDIE,Female,WATERLOO CORNER,10
140412,White,Maltese X,BILLY,Desexed Male,MUNNO PARA,11
140413,Tan/White,Maltese X,DALAH,Female,CRAIGMORE,2
140414,Black/White,Maltese X,MIKA,Desexed Female,CRAIGMORE,10
140417,Black/Grey,Schnauzer (Miniature),SHILO,Female,ELIZABETH VALE,3
140418,Black/Grey,Schnauzer (Miniature),REMMINGTON,Male,ELIZABETH VALE,6
140419,Black/Grey,Schnauzer (Miniature),MIMI,Female,ELIZABETH VALE,12
140420,Brown/White,Jack Russell Terrier X,RIO,Desexed Male,CRAIGMORE,10
140423,Black /Tan,German Shepherd Dog X,BUNDY,Desexed Male,SMITHFIELD,13
140427,Grey/White,Alaskan Malamute,BELLA,Female,VIRGINIA,5
140428,Grey/White,Siberian Husky,CASPER,Desexed Male,VIRGINIA,4
140430,Gold,Golden Retriever,BENJIE,Male,CRAIGMORE,10
140434,Red,Staffordshire Bull Terrier,HANNAH,Desexed Female,ANDREWS FARM,3
140436,Blue,Australian Cattle Dog,GEISHA,Female,ANGLE VALE,6
140437,Black /Tan,German Shepherd Dog,COUGAR,Male,CRAIGMORE,7
140440,Black/White,Border Collie,MARLEY,Desexed Female,DAVOREN PARK,3
